Date,Local Time,Home ID,Away ID
20120824,2030,22,38
20120825,1530,23,10029
20120825,1530,25,169
20120825,1530,100409,110636
20120825,1530,28,171
20120825,1530,165,21
20120825,1830,1824,32
20120826,1530,36,175
20120826,1730,485,34
20120831,2030,169,165
20120901,1530,34,100409
20120901,1530,32,25
20120901,1530,38,28
20120901,1530,171,22
20120901,1530,10029,1824
20120901,1830,110636,23
20120902,1530,175,485
20120902,1730,21,36
20120914,2030,100409,175
20120915,1530,22,32
20120915,1530,21,169
20120915,1530,23,171
20120915,1530,36,110636
20120915,1530,485,38
20120915,1830,165,34
20120916,1530,25,10029
20120916,1730,1824,28
20120921,2030,171,1824
20120922,1530,34,21
20120922,1530,175,165
20120922,1530,169,100409
20120922,1530,28,22
20120922,1530,110636,25
20120922,1830,32,23
20120923,1530,38,36
20120923,1730,10029,485
20120925,2000,21,175
20120925,2000,34,169
20120925,2000,165,110636
20120925,2000,1824,22
20120926,2000,23,28
20120926,2000,36,10029
20120926,2000,485,171
20120926,2000,25,38
20120926,2000,100409,32
20120928,2030,110636,34
20120929,1530,32,165
20120929,1530,38,21
20120929,1530,171,36
20120929,1530,10029,100409
20120929,1530,28,485
20120929,1830,22,23
20120930,1530,1824,25
20120930,1730,175,169
20121005,2030,25,171
20121006,1530,34,175
20121006,1530,23,1824
20121006,1530,169,110636
20121006,1530,100409,38
20121006,1530,165,28
20121006,1830,21,10029
20121007,1530,36,32
20121007,1730,485,22
20121019,2030,32,169
20121020,1530,175,25
20121020,1530,10029,165
20121020,1530,28,36
20121020,1530,1824,485
20121020,1530,38,23
20121020,1830,22,34
20121021,1530,171,100409
20121021,1730,110636,21
20121026,2030,100409,28
20121027,1530,165,38
20121027,1530,110636,175
20121027,1530,34,171
20121027,1530,36,1824
20121027,1530,25,22
20121027,1830,169,10029
20121028,1530,485,23
20121028,1730,21,32
20121102,2030,38,169
20121103,1530,23,25
20121103,1530,32,110636
20121103,1530,485,100409
20121103,1530,10029,34
20121103,1530,1824,165
20121103,1830,28,21
20121104,1530,171,175
20121104,1730,22,36
20121109,2030,175,32
20121110,1530,21,1824
20121110,1530,34,38
20121110,1530,36,485
20121110,1530,169,171
20121110,1530,100409,22
20121110,1830,165,23
20121111,1530,25,28
20121111,1730,110636,10029
20121116,2030,22,165
20121117,1530,32,34
20121117,1530,485,25
20121117,1530,38,110636
20121117,1530,171,21
20121117,1530,10029,175
20121117,1830,28,169
20121118,1530,1824,100409
20121118,1730,23,36
20121123,2030,175,38
20121124,1530,34,1824
20121124,1530,169,22
20121124,1530,100409,23
20121124,1530,165,171
20121124,1530,110636,28
20121124,1830,21,485
20121125,1530,10029,32
20121125,1730,25,36
20121127,2000,22,110636
20121127,2000,23,175
20121127,2000,485,165
20121127,2000,28,34
20121128,2000,36,100409
20121128,2000,38,32
20121128,2000,171,10029
20121128,2000,25,21
20121128,2000,1824,169
20121130,2030,34,23
20121201,1530,32,171
20121201,1530,175,28
20121201,1530,169,485
20121201,1530,165,36
20121201,1530,110636,1824
20121201,1830,21,22
20121202,1530,10029,38
20121202,1730,100409,25
20121207,2030,23,169
20121208,1530,171,110636
20121208,1530,25,165
20121208,1530,28,10029
20121208,1530,100409,21
20121208,1530,22,175
20121208,1830,1824,38
20121209,1530,36,34
20121209,1730,485,32
20121214,2030,175,1824
20121215,1530,38,171
20121215,1530,110636,485
20121215,1530,10029,22
20121215,1530,32,28
20121215,1530,21,23
20121215,1830,165,100409
20121216,1530,169,36
20121216,1730,34,25
20130118,2030,34,485
20130119,1530,21,165
20130119,1530,32,1824
20130119,1530,175,36
20130119,1530,38,22
20130119,1530,171,28
20130119,1830,10029,23
20130120,1530,169,25
20130120,1730,110636,100409
20130125,2030,36,21
20130126,1530,22,171
20130126,1530,25,32
20130126,1530,100409,34
20130126,1530,165,169
20130126,1530,1824,10029
20130126,1830,23,110636
20130127,1530,28,38
20130127,1730,485,175
20130201,2030,38,485
20130202,1530,34,165
20130202,1530,175,100409
20130202,1530,171,23
20130202,1530,169,21
20130202,1530,110636,36
20130202,1830,28,1824
20130203,1530,32,22
20130203,1730,10029,25
20130208,2030,100409,169
20130209,1530,36,38
20130209,1530,485,10029
20130209,1530,25,110636
20130209,1530,1824,171
20130209,1530,165,175
20130209,1830,21,34
20130210,1530,23,32
20130210,1730,22,28
20130215,2030,171,485
20130216,1530,110636,165
20130216,1530,38,25
20130216,1530,22,1824
20130216,1530,10029,36
20130216,1530,175,21
20130216,1830,32,100409
20130217,1530,28,23
20130217,1730,169,34
20130222,2030,165,32
20130223,1530,23,22
20130223,1530,21,38
20130223,1530,25,1824
20130223,1530,100409,10029
20130223,1530,169,175
20130223,1830,485,28
20130224,1530,34,110636
20130224,1730,36,171
20130301,2030,110636,169
20130302,1530,10029,21
20130302,1530,171,25
20130302,1530,32,36
20130302,1530,38,100409
20130302,1530,28,165
20130302,1830,22,485
20130303,1530,175,34
20130303,1730,1824,23
20130308,2030,25,175
20130309,1530,100409,171
20130309,1530,165,10029
20130309,1530,485,1824
20130309,1530,36,28
20130309,1530,34,22
20130309,1830,21,110636
20130310,1530,23,38
20130310,1730,169,32
20130315,2030,38,165
20130316,1530,1824,36
20130316,1530,23,485
20130316,1530,171,34
20130316,1530,22,25
20130316,1530,10029,169
20130316,1830,175,110636
20130317,1530,28,100409
20130317,1730,32,21
20130329,2030,34,10029
20130330,1530,21,28
20130330,1530,25,23
20130330,1530,169,38
20130330,1530,175,171
20130330,1530,110636,32
20130330,1830,36,22
20130331,1530,100409,485
20130331,1730,165,1824
20130405,2030,22,100409
20130406,1530,32,175
20130406,1530,23,165
20130406,1530,10029,110636
20130406,1530,171,169
20130406,1530,28,25
20130406,1830,38,34
20130407,1530,485,36
20130407,1730,1824,21
20130412,2030,169,28
20130413,1530,21,171
20130413,1530,175,10029
20130413,1530,100409,1824
20130413,1530,25,485
20130413,1530,110636,38
20130413,1830,165,22
20130414,1530,34,32
20130414,1730,36,23
20130419,2030,38,175
20130420,1530,171,165
20130420,1530,22,169
20130420,1530,23,100409
20130420,1530,28,110636
20130420,1530,1824,34
20130420,1830,36,25
20130421,1530,32,10029
20130421,1730,485,21
20130426,2030,10029,171
20130427,1530,21,25
20130427,1530,169,1824
20130427,1530,34,28
20130427,1530,175,23
20130427,1530,32,38
20130427,1830,100409,36
20130428,1530,165,485
20130428,1730,110636,22
20130503,2030,1824,110636
20130504,1530,171,32
20130504,1530,485,169
20130504,1530,25,100409
20130504,1530,36,165
20130504,1530,38,10029
20130504,1830,22,21
20130505,1530,23,34
20130505,1730,28,175
20130511,1530,21,100409
20130511,1530,34,36
20130511,1530,32,485
20130511,1530,110636,171
20130511,1530,165,25
20130511,1530,10029,28
20130511,1530,175,22
20130511,1530,169,23
20130511,1530,38,1824
20130518,1530,22,10029
20130518,1530,23,21
20130518,1530,36,169
20130518,1530,485,110636
20130518,1530,25,34
20130518,1530,28,32
20130518,1530,100409,165
20130518,1530,1824,175
20130518,1530,171,38
