Date,Local Time,Home ID,Away ID
20120811,2100,1823,378
20120811,2100,1819,65
20120811,2100,294,110456
20120811,2100,111271,59
20120811,2100,226,58
20120810,2100,70,1809
20120811,2100,72,614
20120811,2100,73,217
20120811,2100,379,219
20120811,2100,74,66
20120818,1700,614,73
20120819,1400,217,70
20120819,2100,59,74
20120818,2000,65,1823
20120817,2100,219,226
20120818,2000,66,294
20120818,2000,58,379
20120818,2000,378,111271
20120819,1700,1809,1819
20120818,2000,110456,72
20120825,2000,1823,1809
20120825,1700,1819,378
20120825,2000,294,217
20120826,1700,111271,66
20120826,2100,70,219
20120825,2000,72,65
20120824,2100,73,59
20120826,1400,379,226
20120825,2000,74,58
20120825,2000,110456,614
20120901,2000,614,111271
20120902,1400,217,1823
20120902,1700,226,70
20120901,2000,59,72
20120902,2100,65,73
20120831,2100,219,74
20120901,1700,66,110456
20120901,2000,58,1819
20120901,2000,378,294
20120901,2000,1809,379
20120915,2000,1823,219
20120915,2000,1819,226
20120916,1700,294,65
20120915,2000,111271,58
20120915,2000,72,378
20120915,2000,66,614
20120916,2100,73,1809
20120914,2100,379,70
20120916,1400,74,217
20120915,1700,110456,59
20120922,2000,217,72
20120922,2000,226,294
20120923,1700,59,614
20120923,2100,65,66
20120922,2000,70,1819
20120922,2000,219,111271
20120922,1700,58,73
20120922,2000,378,110456
20120923,1400,379,1823
20120921,2100,1809,74
20120929,2000,614,378
20120929,2000,1823,70
20120930,1700,1819,379
20120929,2000,294,1809
20120930,1400,111271,217
20120929,2000,72,58
20120930,2100,66,59
20120929,2000,73,226
20120928,2100,74,65
20120929,1700,110456,219
20121006,2000,1819,1823
20121005,2100,217,66
20121006,1700,226,74
20121007,1700,65,614
20121006,2000,70,111271
20121007,2100,219,73
20121006,2000,58,294
20121006,2000,378,59
20121007,1400,379,72
20121006,2000,1809,110456
20121019,2100,614,58
20121020,2000,1823,226
20121021,1400,294,219
20121020,2000,111271,1809
20121020,1700,59,65
20121020,2000,72,1819
20121020,2000,66,378
20121021,1700,73,379
20121021,2100,74,70
20121020,2000,110456,217
20121026,2100,1823,73
20121028,1700,1819,74
20121027,2000,217,614
20121027,2000,226,111271
20121027,1700,65,110456
20121027,2000,70,72
20121028,2100,219,66
20121027,2000,58,59
20121028,1400,379,294
20121027,2000,1809,378
20121104,1700,614,219
20121103,2000,294,70
20121103,2000,111271,65
20121102,2100,59,1809
20121103,2000,72,1823
20121103,2000,66,58
20121104,2100,73,1819
20121104,1400,378,217
20121103,1700,74,379
20121103,2000,110456,226
20121110,2000,1823,74
20121111,1700,1819,294
20121110,1700,217,59
20121109,2100,226,66
20121110,2000,65,378
20121111,2100,70,73
20121110,2000,219,72
20121110,2000,58,110456
20121111,1400,379,111271
20121110,2000,1809,614
20121117,2000,614,226
20121117,2000,294,1823
20121117,2000,111271,1819
20121117,1700,217,65
20121118,2100,59,219
20121117,2000,72,1809
20121117,2000,66,379
20121116,2100,73,74
20121118,1400,378,58
20121118,1700,110456,70
20121124,2000,1823,614
20121124,1700,1819,110456
20121124,2000,226,72
20121123,2100,70,59
20121125,2100,219,65
20121124,2000,73,294
20121124,2000,58,217
20121125,1400,379,378
20121124,2000,74,111271
20121125,1700,1809,66
20121201,2000,614,1819
20121201,2000,294,74
20121201,2000,111271,1823
20121202,1400,217,1809
20121202,1700,59,226
20121130,2100,65,58
20121201,2000,72,73
20121202,2100,66,70
20121201,1700,378,219
20121201,2000,110456,379
20121208,2000,1823,110456
20121209,2100,1819,66
20121208,2000,294,72
20121209,1700,226,65
20121208,1700,70,614
20121207,2100,219,217
20121208,2000,73,111271
20121208,2000,379,59
20121209,1400,74,378
20121208,2000,1809,58
20121212,2100,614,379
20121212,2100,111271,294
20121212,2100,217,226
20121212,2100,59,1819
20121212,2100,65,1809
20121212,2100,72,74
20121212,2100,66,1823
20121212,2100,58,219
20121212,2100,378,70
20121211,2100,110456,73
20121216,1400,1823,59
20121215,2000,1819,217
20121215,2000,294,614
20121215,2000,226,378
20121216,1700,70,58
20121215,2000,72,111271
20121216,2100,73,66
20121215,1700,379,65
20121215,2000,74,110456
20121214,2100,1809,219
20121222,2000,614,74
20121222,2000,217,379
20121222,1700,59,294
20121223,2100,65,70
20121221,2100,219,1819
20121223,1400,66,72
20121222,2000,58,1823
20121223,1700,378,73
20121222,2000,1809,226
20121222,2000,110456,111271
20130112,2000,1823,65
20130112,1700,1819,1809
20130113,1400,294,66
20130112,2000,111271,378
20130113,2100,226,219
20130113,1700,70,217
20130112,2000,72,110456
